Entry	yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD0155CE6	Gene ontology IDs	Gene names
P11433	851190	GO:0000131; GO:0000282; GO:0000935; GO:0005089; GO:0005634; GO:0005737; GO:0005934; GO:0005935; GO:0007096; GO:0007264; GO:0030010; GO:0031106; GO:0032153; GO:0035023; GO:0043332; GO:0072697	CDC24 CLS4 YAL041W
Q20819	179683	GO:0003746; GO:0005759; GO:0070125	tsfm-1 F55C5.5
A0A0B4J3Z9	42845	GO:0003924; GO:0005509; GO:0005525; GO:0007005; GO:0031307	Miro B682 Dmel\CG5410 DMiro dMiro dmiro DmMiro miro Q8IMX7-1 Q8IMX7-2 CG5410 Dmel_CG5410
A0A0B4KGW0	42845	GO:0003924; GO:0005509; GO:0005525; GO:0007005; GO:0031307	Miro B682 Dmel\CG5410 DMiro dMiro dmiro DmMiro miro Q8IMX7-1 Q8IMX7-2 CG5410 Dmel_CG5410
Q8IMX7	42845	GO:0000226; GO:0000287; GO:0003924; GO:0005509; GO:0005525; GO:0007005; GO:0007266; GO:0010821; GO:0019725; GO:0019896; GO:0031307; GO:0034643; GO:0045202; GO:0047497; GO:0048489; GO:0051646; GO:0097345; GO:1904115	Miro CG5410
Q12532	856098	GO:0000049; GO:0010494; GO:0043023; GO:0043043; GO:0072344; GO:1990112; GO:1990116	RQC2 TAE2 YPL009C YP8132.04C
B3KUB4	771	GO:0004089; GO:0008270; GO:0016021	CA12 hCG_2003428
O43570	771	GO:0004089; GO:0005886; GO:0008270; GO:0015701; GO:0016021; GO:0055064	CA12
P25560	850354	GO:0000324; GO:0005783; GO:0006621; GO:0006890; GO:0030134; GO:0030137; GO:0030173	RER1 YCL001W YCL1W
Q09760	2542637	GO:0005829; GO:0006511; GO:0006974; GO:0016567; GO:0019005; GO:0031146; GO:0031461; GO:0031625; GO:0080008	cul3 pcu3 SPAC24H6.03
P40485	854701	GO:0001558; GO:0005546; GO:0005886; GO:0016197; GO:0030036; GO:0030950; GO:0031929; GO:0031932; GO:0038203; GO:0042802; GO:0046625; GO:0051017; GO:0070941; GO:0072659	SLM1 LIT2 YIL105C
P23337	850569	GO:0004373; GO:0005536; GO:0005737; GO:0005978; GO:0009744; GO:0009749; GO:0019901; GO:0061547	GSY1 YFR015C
Q7LL15	3361305	GO:0000124; GO:0000932; GO:0003682; GO:0003713; GO:0005643; GO:0006338; GO:0006357; GO:0006368; GO:0016573; GO:0016578; GO:0016973; GO:0045944; GO:0070390; GO:0071819	sus1 SPBC6B1.12c
P79051	2538860	GO:0000109; GO:0000720; GO:0003677; GO:0004003; GO:0005524; GO:0005634; GO:0006289; GO:0008270; GO:0061630; GO:0070647	rhp16 SPCC330.01c SPCC613.13c
Q04739	856749	GO:0001403; GO:0005634; GO:0005641; GO:0005737; GO:0006468; GO:0007155; GO:0007165; GO:0019901; GO:0031588; GO:0043254; GO:0045859; GO:2000222	GAL83 SPM1 YER027C
P06197	856229	GO:0003881; GO:0005741; GO:0005789; GO:0005794; GO:0006661; GO:0016021	PIS1 PIS YPR113W P8283.5
Q12263	852119	GO:0000921; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005935; GO:0006468; GO:0007117; GO:0035556; GO:0044879; GO:0046777	GIN4 YDR507C D9719.13
A0A024R6D4	2079	GO:0006221; GO:0007049; GO:0045747	ERH hCG_21966
P84090	2079	GO:0003723; GO:0006139; GO:0006213; GO:0006221; GO:0007049; GO:0008327; GO:0030496; GO:0034709; GO:0045747	ERH
P57791	19671	GO:0004175; GO:0004197; GO:0004222; GO:0005789; GO:0030176; GO:0071586	Rce1 Face2 Rce1a
Q99KQ3	19671	GO:0016021	Rce1 mCG_8398
Q09685	2542176	GO:0000398; GO:0003723; GO:0005634; GO:0005684; GO:0005685; GO:0005829; GO:0045292; GO:0071004	dre4 hgp1 SPAC13C5.02
Q06409	851141	GO:0000422; GO:0005085; GO:0005739; GO:0005886; GO:0007264; GO:0035556	YLR422W
P32789	852274	GO:0000278; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0006974; GO:0035556	ALK2 YBL009W YBL0317
P40319	851087	GO:0005783; GO:0006633; GO:0006892; GO:0009922; GO:0019367; GO:0030148; GO:0030176; GO:0030497; GO:0032511; GO:0034625; GO:0034626; GO:0042761; GO:0102336; GO:0102337; GO:0102338; GO:0102756	ELO3 APA1 SRE1 SUR4 VBM1 YLR372W L8039.2
P87314	2540219	GO:0000070; GO:0000417; GO:0000790; GO:0003714; GO:0005634; GO:0005829; GO:0006325; GO:0006336; GO:0006351; GO:0030466; GO:0030702; GO:0031935; GO:0034507; GO:0034728; GO:0070868; GO:1990141	hip1 hir1 SPBC31F10.13c
P00420	854627	GO:0004129; GO:0005739; GO:0005751; GO:0006123; GO:0009055; GO:0009060; GO:0015453; GO:0016021	COX3 OXI2 Q0275
P41821	855425	GO:0005262; GO:0005783; GO:0005886; GO:0006816; GO:0015275; GO:0016021; GO:0098703	MID1 YNL291C N0530
P32787	853609	GO:0000002; GO:0000262; GO:0000725; GO:0000733; GO:0003697; GO:0006281; GO:0036297; GO:0042645	MGM101 MGM9 YJR144W J2181
O14132	2543071	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0010468; GO:0023052; GO:0030437; GO:0032153; GO:0035556	pit1 SPAC3C7.06c
Q9UM11	51343	GO:0005654; GO:0005829; GO:0006281; GO:0007049; GO:0008284; GO:0010997; GO:0031145; GO:0031965; GO:0040020; GO:0045732; GO:0051301; GO:0070306; GO:0070979; GO:0072425; GO:0090344; GO:0097027; GO:1904668	FZR1 CDH1 FYR FZR KIAA1242
P13663	851736	GO:0004073; GO:0005737; GO:0009086; GO:0009088; GO:0009089; GO:0009090; GO:0009097; GO:0046983; GO:0050661; GO:0051287	HOM2 YDR158W YD8358.12
P32381	851532	GO:0000001; GO:0003779; GO:0005524; GO:0005885; GO:0007015; GO:0016887; GO:0030476; GO:0030479; GO:0032258; GO:0034314; GO:0051654	ARP2 ACT2 YDL029W D2778
P21306	855857	GO:0005743; GO:0005756; GO:0015986; GO:0046933	ATP15 YPL271W P0345
P06102	854773	GO:0000289; GO:0000290; GO:0000932; GO:0005634; GO:0005737; GO:0006357; GO:0016567; GO:0017148; GO:0030015; GO:0032968	NOT3 YIL038C
P49731	2540784	GO:0000724; GO:0000790; GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0005656; GO:0005829; GO:0006279; GO:0031261; GO:0042555; GO:0043596; GO:0097373; GO:1902969; GO:1902975	mcm6 mis5 SPBC211.04c
O08586	19211	GO:0001525; GO:0001933; GO:0002902; GO:0004438; GO:0004721; GO:0004722; GO:0004725; GO:0005161; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006470; GO:0006915; GO:0007270; GO:0007416; GO:0007417; GO:0007507; GO:0007568; GO:0007611; GO:0007613; GO:0007626; GO:0008138; GO:0008284; GO:0008285; GO:0009749; GO:0009898; GO:0010043; GO:0010628; GO:0010666; GO:0010719; GO:0010975; GO:0010997; GO:0014823; GO:0016314; GO:0016324; GO:0016477; GO:0016605; GO:0019899; GO:0019901; GO:0021542; GO:0021955; GO:0030165; GO:0030336; GO:0030534; GO:0031175; GO:0031642; GO:0031647; GO:0032228; GO:0032286; GO:0032355; GO:0032535; GO:0032869; GO:0033032; GO:0033198; GO:0033555; GO:0035176; GO:0035255; GO:0035749; GO:0036294; GO:0042711; GO:0042802; GO:0042995; GO:0043005; GO:0043065; GO:0043066; GO:0043197; GO:0043220; GO:0043491; GO:0043542; GO:0044320; GO:0045211; GO:0045475; GO:0045666; GO:0045792; GO:0046621; GO:0046685; GO:0046855; GO:0046856; GO:0048008; GO:0048679; GO:0048681; GO:0048738; GO:0048853; GO:0048854; GO:0050680; GO:0050765; GO:0050771; GO:0050821; GO:0051091; GO:0051548; GO:0051717; GO:0051726; GO:0051800; GO:0051895; GO:0051898; GO:0060024; GO:0060044; GO:0060070; GO:0060074; GO:0060134; GO:0060179; GO:0060291; GO:0060292; GO:0060341; GO:0060736; GO:0060997; GO:0061002; GO:0070373; GO:0070374; GO:0071257; GO:0071361; GO:0071456; GO:0090071; GO:0090344; GO:0090394; GO:0097105; GO:0097107; GO:0099524; GO:1901017; GO:1903690; GO:1903984; GO:1904668; GO:1904706; GO:1990090; GO:1990314; GO:1990381; GO:1990782; GO:2000060; GO:2000134; GO:2000272; GO:2000463; GO:2000808; GO:2001235	Pten Mmac1
Q3UUT8	19211		Pten
Q05942	850918	GO:0000027; GO:0005730; GO:0030687	RSA3 YLR221C
P23059	850383	GO:0000398; GO:0003723; GO:0005688; GO:0005829; GO:0006474; GO:0016070; GO:0031417; GO:0046540	MAK31 NAA38 YCR020C-A YCR20C-A
P52553	850897	GO:0005634; GO:0005737; GO:0006457; GO:0007021; GO:0015631; GO:0016272; GO:0032968; GO:0051082; GO:0051087; GO:0051131	YKE2 GIM1 PFD6 YLR200W L8167.8
P49686	851774	GO:0000972; GO:0000973; GO:0003714; GO:0005634; GO:0005643; GO:0006607; GO:0016973; GO:0017056; GO:0031965; GO:0031990; GO:0044613; GO:0044614; GO:0071472	NUP42 RIP1 UIP1 YDR192C YD9346.04C
P09880	853358	GO:0003972; GO:0004113; GO:0004519; GO:0005524; GO:0005637; GO:0006388; GO:0032056; GO:0036498; GO:0051730	TRL1 RLG1 YJL087C J0927
P38156	852601	GO:0000017; GO:0000023; GO:0005351; GO:0005352; GO:0005355; GO:0005887; GO:0008645	MAL31 MAL3T YBR298C YBR2116
P49960	855310	GO:0000244; GO:0000245; GO:0003723; GO:0005688; GO:0017069; GO:0017070; GO:1990904	PRP24 YMR268C YM8156.10C
Q02205	853876	GO:0000329; GO:0001919; GO:0007035; GO:0007040; GO:0015031; GO:0016197; GO:0016237; GO:0031902; GO:0032008; GO:0034448; GO:0042632; GO:0043410; GO:0071230; GO:0071986; GO:0072665	MEH1 EGO1 GSE2 YKR007W YK106
P43623	850616	GO:0004121; GO:0005737; GO:0006790; GO:0009086; GO:0019450; GO:0030170; GO:0047804; GO:1990414	IRC7 YFR055W
Q04307	851615	GO:0003676; GO:0003899; GO:0005654; GO:0005666; GO:0005730; GO:0006386; GO:0008270; GO:0042779; GO:0042797	RPC11 YDR045C YD9609.01C
P39005	853265	GO:0005576; GO:0005618; GO:0006077; GO:0006078; GO:0031505; GO:0042546	KRE9 YJL174W J0504
B4DX41	51265	GO:0016301	CDKL3
Q8IVW4	51265	GO:0004672; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006464; GO:0006468; GO:0030517; GO:0050775; GO:0097484	CDKL3 NKIAMRE
P32419	851481	GO:0003729; GO:0005777; GO:0005782; GO:0006097; GO:0006099; GO:0006108; GO:0006635; GO:0006735; GO:0030060	MDH3 YDL078C D2468
P32074	855429	GO:0000139; GO:0005198; GO:0005768; GO:0005783; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0009306; GO:0016020; GO:0030126; GO:0072384	SEC21 YNL287W N0543
P47112	853504	GO:0000727; GO:0003688; GO:0005634; GO:0005656; GO:0005737; GO:0006267; GO:0030174; GO:0051301	TAH11 CDT1 SID2 YJR046W J1641
Q12039	854058	GO:0000002; GO:0003677; GO:0005524; GO:0005634; GO:0005743; GO:0005759; GO:0006281; GO:0032042; GO:0043140	HMI1 YOL095C O0920
P04819	851391	GO:0000278; GO:0003677; GO:0003910; GO:0005524; GO:0005634; GO:0005657; GO:0005737; GO:0005739; GO:0006266; GO:0006273; GO:0006284; GO:0006289; GO:0006310; GO:0035753; GO:0046872; GO:0051103; GO:0051301; GO:0071897; GO:1903461	CDC9 YDL164C
H3BN63	79728		PALB2 FLJ21816 hCG_1986920
Q86YC2	79728	GO:0000724; GO:0001756; GO:0001833; GO:0003677; GO:0005654; GO:0007498; GO:0009887; GO:0035264; GO:0036342; GO:0043066; GO:0048568	PALB2 FANCN
P40065	856843	GO:0000778; GO:0010789; GO:0033551; GO:0045132; GO:0045143; GO:0045859; GO:0051455	MAM1 YER106W
P39014	854765	GO:0000082; GO:0000083; GO:0000209; GO:0005634; GO:0005737; GO:0006270; GO:0009086; GO:0016567; GO:0019005; GO:0019344; GO:0030174; GO:0031146; GO:0042802; GO:0043130; GO:0043224; GO:0046685; GO:0046686	MET30 YIL046W
P38627	853567	GO:0003883; GO:0005524; GO:0005829; GO:0006241; GO:0006541; GO:0008654; GO:0019856; GO:0044210; GO:0097268	URA8 YJR103W J1962
Q12146	854019	GO:0000727; GO:0000811; GO:0006261; GO:0031261; GO:0031298; GO:0071162	PSF3 YOL146W
Q9P7J7	2539174	GO:0000124; GO:0000790; GO:0003677; GO:0003682; GO:0003713; GO:0005634; GO:0006310; GO:0006325; GO:0006338; GO:0006357; GO:0008270; GO:0010520; GO:0016573; GO:0035066; GO:0051321; GO:0070461; GO:0071470	ada2 SPCC24B10.08c
P24867	855427	GO:0000079; GO:0000131; GO:0000307; GO:0005634; GO:0005737; GO:0007049; GO:0016239; GO:0016538; GO:0019901; GO:0031106; GO:0032878; GO:0051301	PCL1 HCS26 YNL289W N0536
P21339	854360	GO:0005934; GO:0005935; GO:0030010	MSB1 YOR188W
Q12368	851460	GO:0000398; GO:0003676; GO:0005681; GO:0046540; GO:0046872	SNU23 YDL098C D2378
P32629	856675	GO:0000009; GO:0000030; GO:0000032; GO:0000136; GO:0000137; GO:0005789; GO:0006487	ANP1 GEM3 YEL036C SYGP-ORF28
Q06078	851125	GO:0005654; GO:0005730; GO:0006364; GO:0031167; GO:0032040; GO:0034388; GO:0042274	UTP21 YLR409C L8084.22
P22082	854465	GO:0000182; GO:0001102; GO:0004386; GO:0005524; GO:0005634; GO:0005987; GO:0006261; GO:0006302; GO:0006338; GO:0008094; GO:0016514; GO:0031492; GO:0031496; GO:0042148; GO:0042766; GO:0043044; GO:0044109; GO:0045944; GO:0061412; GO:0070577; GO:1900189; GO:2000219	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C
P16523	855511	GO:0003729; GO:0005634; GO:0007131; GO:0048026; GO:1990446	MER1 YNL210W N1330
A0A024R7H8	23476		BRD4 hCG_2000917
O60885	23476	GO:0000083; GO:0000794; GO:0002039; GO:0003682; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006325; GO:0006338; GO:0006974; GO:0008353; GO:0010971; GO:0016032; GO:0019899; GO:0032968; GO:0043123; GO:0045893; GO:0045944; GO:0050727; GO:0070577; GO:0099122; GO:1901407; GO:2000002; GO:2001255	BRD4 HUNK1
Q03419	852102	GO:0005789; GO:0006882; GO:0016021; GO:0038023	IZH1 YDR492W
Q08193	854127	GO:0005576; GO:0006074; GO:0009277; GO:0031225; GO:0031505; GO:0042124; GO:0071970	GAS5 YOL030W
O42971	2540307	GO:0005634; GO:0005680; GO:0005829; GO:0007049; GO:0031145; GO:0045842; GO:0051301; GO:0070979	apc10 SPBC1A4.01 SPBC1E8.06
P53754	855805	GO:0000151; GO:0000209; GO:0006513; GO:0034450	YNR068C N3551
Q96DX7	54765	GO:0001961; GO:0002230; GO:0005622; GO:0008270; GO:0010468; GO:0045893; GO:0050821; GO:0061944; GO:1901224	TRIM44 DIPB
P16120	850420	GO:0004795; GO:0009088; GO:0016311; GO:0030170	THR4 YCR053W YCR53W
Q7Z699	161742	GO:0000165; GO:0000188; GO:0005173; GO:0005634; GO:0005829; GO:0005886; GO:0005901; GO:0006469; GO:0008543; GO:0010801; GO:0010923; GO:0016525; GO:0019901; GO:0019902; GO:0030291; GO:0043408; GO:0043409; GO:0043517; GO:0060979; GO:0070373; GO:0090051; GO:0090311	SPRED1
P38260	852397	GO:0000774; GO:0005737; GO:0005829; GO:0006417; GO:0071629	FES1 YBR101C YBR0830
P12383	852871	GO:0001077; GO:0003677; GO:0005634; GO:0005829; GO:0006351; GO:0008270; GO:0045944; GO:0060548; GO:0071409; GO:2001040	PDR1 AMY1 ANT1 BOR2 CYH3 NRA2 SMR2 TIL1 TPE1 TPE3 YGL013C
P36600	2543351	GO:0005634; GO:0005737; GO:0005829; GO:0005952; GO:0008603; GO:0019933; GO:0019934; GO:0030552; GO:0042149; GO:0046827; GO:0047555; GO:0051447; GO:2000480	cgs1 SPAC8C9.03
P53124	852743	GO:0000079; GO:0000307; GO:0005737; GO:0005977; GO:0016538; GO:0019901; GO:0045719	PCL10 YGL134W G2838
Q5H9F3	63035	GO:0005654; GO:0005886; GO:0006325	BCORL1
P32600	853632	GO:0000329; GO:0001558; GO:0004430; GO:0004674; GO:0005524; GO:0005634; GO:0005886; GO:0006468; GO:0007010; GO:0007165; GO:0010507; GO:0016242; GO:0030037; GO:0030950; GO:0031234; GO:0031929; GO:0031931; GO:0031932; GO:0035025; GO:0038202; GO:0042254; GO:0044877; GO:0045807; GO:0051726; GO:1905356; GO:2001108	TOR2 DRR2 TSC14 YKL203C
Q09808	2542002	GO:0000387; GO:0003723; GO:0005634; GO:0005681	smn1 yab8 SPAC2G11.08c
P40075	856856	GO:0000781; GO:0005635; GO:0005783; GO:0005886; GO:0005934; GO:0006348; GO:0008654; GO:0030176; GO:0031965; GO:0032377; GO:0033149; GO:0035091; GO:0042308; GO:0048309; GO:0060304; GO:0061163; GO:0071561; GO:0090158	SCS2 YER120W
P43549	850490	GO:0005215; GO:0006833; GO:0015168; GO:0015250; GO:0016021; GO:0055085	YFL054C
P53956	855681	GO:0005789; GO:0016021	YNL046W N2530
B7Z1Y9	54933	GO:0004252; GO:0016021	
Q9NX52	54933	GO:0004252; GO:0005886; GO:0016021	RHBDL2
G8JLG1	8243	GO:0003682; GO:0005524; GO:0005654; GO:0005829; GO:0006281; GO:0007064; GO:0008278	SMC1A
Q14683	8243	GO:0000070; GO:0000775; GO:0000776; GO:0000777; GO:0000794; GO:0003682; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006281; GO:0007062; GO:0007064; GO:0008278; GO:0009314; GO:0016363; GO:0019827; GO:0030893; GO:0032876; GO:0036033; GO:0046982; GO:0051301; GO:0051321; GO:0072423; GO:0097431; GO:1901673	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1
Q68EN4	8243	GO:0003682; GO:0006281; GO:0007064; GO:0008278	SMC1A
P49626	851575	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0022625	RPL4B RPL2B YDR012W YD8119.17
P34218	852228	GO:0000123; GO:0000781; GO:0000790; GO:0004402; GO:0005634; GO:0006348; GO:0010485; GO:0016569; GO:0016573; GO:0030466; GO:0032777; GO:0033100; GO:0042393; GO:0045892; GO:0045944; GO:0046872; GO:1990467; GO:1990468	SAS3 YBL052C YBL0507 YBL0515
P41809	852030	GO:0000282; GO:0001402; GO:0005034; GO:0005576; GO:0005886; GO:0005887; GO:0006075; GO:0006972; GO:0007232; GO:0009986; GO:0030010; GO:0030427; GO:0031505	HKR1 YDR420W
Q12500	850805	GO:0005737; GO:0006892	AVL9 YLR114C L2941
P87050	2541590	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0010971; GO:0031097; GO:0035556; GO:0044732; GO:0051301; GO:0071341; GO:0072453; GO:0110115; GO:0120047; GO:1902412	cdr2 SPAC57A10.02
P38085	852361	GO:0005886; GO:0006865; GO:0015171; GO:0015827; GO:0015828; GO:0016021; GO:0022893; GO:0055085	TAT1 TAP1 VAP1 YBR069C YBR0710
Q9H0U4	81876	GO:0000139; GO:0003924; GO:0005525; GO:0005789; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0006914; GO:0019068; GO:0030133; GO:0032482; GO:0033116; GO:0034045; GO:0043687; GO:0048208; GO:0070062; GO:1903020; GO:2000785	RAB1B
A8K9Y9	153830	GO:0008270; GO:0016021	
Q8NDT8	153830		DKFZp547B0914
Q96MT1	153830	GO:0005789; GO:0008270; GO:0016021; GO:0016740	RNF145
P51533	854506	GO:0005524; GO:0005886; GO:0006855; GO:0016021; GO:0042626; GO:0046618; GO:0055085; GO:1990414	PDR10 YOR328W
P53911	855586	GO:0000123; GO:0006281; GO:0006357; GO:0016573; GO:0035267	EAF7 YNL136W N1212 N1843
P48232	855638	GO:0005768; GO:0007032; GO:0031083; GO:0032880	SNN1 YNL086W N2254
P05750	855543	GO:0000056; GO:0002181; GO:0003684; GO:0003723; GO:0003735; GO:0003906; GO:0005634; GO:0006281; GO:0006407; GO:0008534; GO:0022627; GO:0030688; GO:0032357; GO:0034236; GO:0045739	RPS3 SUF14 YNL178W N1653
Q3E7B3	1466522		YPR108W-A
Q9N595	172143	GO:0000049; GO:0002098; GO:0005634; GO:0005737; GO:0006412; GO:0007283; GO:0008355; GO:0033588; GO:0040025; GO:0043005; GO:0043025; GO:0048598; GO:0048599	elpc-1 CELE_Y110A7A.16 Y110A7A.16
P19882	850963	GO:0003688; GO:0003697; GO:0005524; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0005829; GO:0006458; GO:0007005; GO:0008637; GO:0016887; GO:0042026; GO:0042645; GO:0045041; GO:0050821; GO:0051082; GO:0051087; GO:0051131; GO:0051604	HSP60 MIF4 YLR259C L8479.10
P39965	856820	GO:0002161; GO:0004827; GO:0005524; GO:0005739; GO:0006433	AIM10 YER087W
P36161	853957	GO:0000122; GO:0000781; GO:0000973; GO:0005634; GO:0005643; GO:0005829; GO:0006302; GO:0006409; GO:0006606; GO:0016973; GO:0017056; GO:0030466; GO:0031080; GO:0031081; GO:0031965; GO:0031990; GO:0034398; GO:0035392; GO:0045893; GO:0045944	NUP133 RAT3 YKR082W YKR402
A0A1X7SB67	72843	GO:0003677; GO:0005634; GO:0006366; GO:1990226	Prdm4
Q80V63	72843	GO:0000977; GO:0000978; GO:0001077; GO:0005123; GO:0005634; GO:0005737; GO:0006366; GO:0008168; GO:0010629; GO:0030308; GO:0031490; GO:0035097; GO:0043565; GO:0045944; GO:0046872; GO:1990226; GO:2000177; GO:2000736	Prdm4
Q10294	2542103	GO:0003677; GO:0005634; GO:0005829; GO:0007165; GO:0031138; GO:0044732; GO:0051321	pac2 SPAC31G5.11
P40186	854761	GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0005977; GO:0005979; GO:0005981; GO:0007049; GO:0016538; GO:0019901; GO:0031647; GO:0051301	PCL7 PAP1 YIL050W
P39008	855788	GO:0000175; GO:0000289; GO:0000932; GO:0003723; GO:0004535; GO:0005634; GO:0005737; GO:0006357; GO:0006368; GO:0017148; GO:0030015; GO:0032968; GO:0043928; GO:0046872	POP2 CAF1 YNR052C N3470
Q06224	850983	GO:0003723; GO:0004521; GO:0005847; GO:0005849; GO:0006369; GO:0006378; GO:0006398; GO:0008380; GO:0008409; GO:0031126; GO:0034247; GO:0046872; GO:0098789	YSH1 BRR5 YLR277C
Q06338	851963	GO:0000055; GO:0000079; GO:0000132; GO:0005813; GO:0005814; GO:0006611; GO:0006974; GO:0007052; GO:0015631; GO:0019207; GO:0019908; GO:0034453; GO:0090307; GO:0097431	BCP1 YDR361C
P53725	855758	GO:0000467; GO:0005634; GO:0005829; GO:0008266; GO:0044877; GO:0071030; GO:0071031; GO:0071035; GO:0071039	MPP6 YNR024W N3230
P38208	852263	GO:0000172; GO:0000294; GO:0004526; GO:0005634; GO:0005655; GO:0005829; GO:0006364; GO:0006379; GO:0008033; GO:0034965	POP8 YBL018C YBL0301
P40350	855874	GO:0004581; GO:0005789; GO:0006487; GO:0016021	ALG5 YPL227C P1437
P38705	856402	GO:0004828; GO:0005524; GO:0005737; GO:0005739; GO:0005759; GO:0006434; GO:0070158; GO:0097056	DIA4 YHR011W
P40033	856776	GO:0003735; GO:0005763; GO:0032543; GO:0070181	RSM18 YER050C
O74845	2538701	GO:0000118; GO:0000122; GO:0003714; GO:0005634; GO:0005829; GO:0006357; GO:0016575; GO:0034967; GO:0070210; GO:0070869	hif2 SPCC1235.09
F1T0G6	4145	GO:0004715; GO:0005524	MATK hCG_23522
P42679	4145	GO:0004713; GO:0004715; GO:0005524; GO:0005829; GO:0006468; GO:0007498; GO:0008283; GO:0008284; GO:0031234; GO:0038128; GO:0042127	MATK CTK HYL
P06778	854976	GO:0000150; GO:0000228; GO:0000709; GO:0000722; GO:0000724; GO:0000727; GO:0000730; GO:0000733; GO:0005634; GO:0006277; GO:0006301; GO:0006312; GO:0045002; GO:1990814	RAD52 YML032C
A0A0R4J001	54612	GO:0005576; GO:0007275; GO:0008285; GO:0016055; GO:0030510; GO:0043433; GO:0051898; GO:0090090; GO:2000057	Sfrp5 mCG_14294
Q9WU66	54612	GO:0005615; GO:0008285; GO:0017147; GO:0030154; GO:0030178; GO:0030510; GO:0035567; GO:0036342; GO:0043433; GO:0043508; GO:0048546; GO:0051898; GO:0060028; GO:0060070; GO:0090090; GO:0090175; GO:0090179; GO:2000041; GO:2000057	Sfrp5
P28627	855182	GO:0004175; GO:0006627; GO:0008236; GO:0016021; GO:0042720	IMP1 PET2858 YMR150C YM9375.20C
Q8TGU5	1466451	GO:0010997; GO:1904667; GO:1990948	YBR296C-A
P40501	854721	GO:0000324; GO:0000329; GO:0003333; GO:0005290; GO:0005302; GO:0005313; GO:0005886; GO:0006865; GO:0015171; GO:0015189; GO:0015194; GO:0016021; GO:0061459	AVT7 YIL088C
P57743	851159	GO:0000398; GO:0000932; GO:0000956; GO:0003723; GO:0005688; GO:0005730; GO:0005732; GO:0006364; GO:0008033; GO:0033962; GO:0046540; GO:0071013; GO:1990726	LSM3 SMX4 USS2 YLR438C-A
O94684	2540684	GO:0000079; GO:0000112; GO:0005634; GO:0005675; GO:0005829; GO:0006289; GO:0006357; GO:0006367; GO:0008270; GO:0016251; GO:0061575; GO:0061630; GO:0070647; GO:0070985	pmh1 mcr1 tfb3 SPBC776.18c
P38928	854666	GO:0000131; GO:0000144; GO:0005509; GO:0005887; GO:0005935; GO:0007120; GO:0032153	AXL2 BUD10 SRO4 YIL140W
P38637	854828	GO:0005634; GO:0005737; GO:0007059; GO:0015031; GO:0031144; GO:0031965; GO:0071630; GO:1990919; GO:1990920	STS1 DBF8 SSM5 YIR011C YIB11C
O14285	2542102	GO:0000778; GO:0000779; GO:0005634; GO:0005829; GO:0005876; GO:0042729; GO:0044732; GO:0051301; GO:0051455; GO:0072686; GO:1990758	spc34 SPAC8C9.17c
P39723	851250	GO:0000022; GO:0000070; GO:0000741; GO:0005200; GO:0005824; GO:0007020; GO:0030473; GO:0031578; GO:0051301	SPC72 LDB4 SPI6 YAL047C FUN42
Q02873	855997	GO:0005739	YPL107W
Q12192	854453	GO:0000118; GO:0000122; GO:0005634; GO:0030674; GO:0032298	RFM1 YOR279C
P40309	853351	GO:0005794; GO:0015386; GO:0015672; GO:0016021	KHA1 YJL094C J0909
Q9SKB2	817746	GO:0004674; GO:0004713; GO:0004714; GO:0005524; GO:0005886; GO:0006952; GO:0010942; GO:0016021; GO:0031349	SOBIR1 EVR At2g31880 F20M17.8
B7Z7W2	22999	GO:0006887; GO:0016020; GO:0017137; GO:0048786	
B7Z9Z3	22999	GO:0006887; GO:0016020; GO:0017137; GO:0048786	
Q3ZCW0	22999	GO:0006887; GO:0016020; GO:0017137; GO:0048786	RIMS1
Q86UR5	22999	GO:0003723; GO:0005829; GO:0005886; GO:0006886; GO:0007601; GO:0010628; GO:0016079; GO:0017137; GO:0017156; GO:0030054; GO:0030695; GO:0042391; GO:0042734; GO:0044325; GO:0045055; GO:0045202; GO:0046872; GO:0046903; GO:0046928; GO:0048167; GO:0048786; GO:0048788; GO:0048791; GO:0050806; GO:0050896; GO:0061025; GO:0065003; GO:0097151; GO:0098831; GO:1903861; GO:2000300; GO:2000463	RIMS1 KIAA0340 RAB3IP2 RIM1 Nbla00761
