Entry	yourlist:M2018111714483A1C7ED25EE8374758DF3FD545FD01369DP	Gene ontology IDs
P0ACD4	947002	GO:0005737; GO:0005829; GO:0006879; GO:0008198; GO:0016226; GO:0036455; GO:0042802; GO:0051537; GO:0051539
P37292	852565	GO:0004372; GO:0005739; GO:0006544; GO:0006565; GO:0006730; GO:0008270; GO:0009070; GO:0016597; GO:0019264; GO:0030170; GO:0035999; GO:0046653; GO:0046655; GO:0050897; GO:0070905; GO:1904482
P32769	853959	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0006414; GO:0032790; GO:0045727; GO:0070651; GO:0070966; GO:1990533
P25301	851567	GO:0000150; GO:0000707; GO:0000722; GO:0000730; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0006312; GO:0008094; GO:0030491; GO:0033062; GO:0042148; GO:0046982
P41939	850871	GO:0000287; GO:0004450; GO:0005829; GO:0006097; GO:0006099; GO:0006102; GO:0006739; GO:0042803; GO:0051287
Q3E742	1466424	
P0C1H3	417956	GO:0000786; GO:0003677; GO:0005634; GO:0006334; GO:0042742; GO:0046982
P40309	853351	GO:0005794; GO:0015386; GO:0015672; GO:0016021
Q8TGU0	1466455	
P47110	853500	GO:0000727; GO:0003887; GO:0006272; GO:0006273; GO:0006277; GO:0006278; GO:0006284; GO:0006289; GO:0006298; GO:0006301; GO:0043137; GO:0043625; GO:0090305
Q12090	850797	GO:0000175; GO:0000467; GO:0003676; GO:0005634; GO:0005737; GO:0008408; GO:0034476; GO:0043628
Q12158	851561	GO:0000775; GO:0000794; GO:0003682; GO:0005634; GO:0005739; GO:0006302; GO:0006473; GO:0006915; GO:0006974; GO:0007062; GO:0007076; GO:0019901; GO:0034087; GO:0034990; GO:0051301; GO:1990414
Q9NPI6	55802	GO:0000184; GO:0000290; GO:0000932; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0008047; GO:0016020; GO:0016787; GO:0019894; GO:0031087; GO:0036464; GO:0042802; GO:0043488; GO:0043928; GO:1903608
P00856	854600	GO:0000276; GO:0015078; GO:0015986; GO:0016021; GO:0099132
P38281	852448	GO:0005634; GO:0005737
Q08322	854003	GO:0005199; GO:0009277; GO:0016021; GO:0031505
P0C0X0	850969	GO:0000028; GO:0002181; GO:0003735; GO:0006407; GO:0022627; GO:0030490; GO:1900153
P32799	852684	GO:0004129; GO:0005739; GO:0005751; GO:0006123; GO:0009060; GO:0030234; GO:0097250
P36111	853885	
P38297	852477	GO:0003924; GO:0005525; GO:0008053; GO:0031307; GO:0031966; GO:0042803
P36088	853794	GO:0005634; GO:0005829; GO:0033745; GO:0034599; GO:0070191
P50944	855622	GO:0000324; GO:0000329; GO:0003333; GO:0005302; GO:0015171; GO:0015186; GO:0015188; GO:0016021; GO:0032974; GO:1990816
Q07794	850658	GO:0000775; GO:0005634; GO:0006974; GO:0010468; GO:0010484; GO:0010526; GO:0016573; GO:0030702; GO:0032931; GO:0043007; GO:0043618; GO:1990414; GO:2001032
B3KSH4	3093	
B4DIZ2	3093	
P61086	3093	GO:0004842; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0010800; GO:0010994; GO:0016567; GO:0031625; GO:0032433; GO:0032434; GO:0034450; GO:0035458; GO:0060340; GO:0061631; GO:0070059; GO:0070936
Q08230	854083	GO:0005739; GO:0005759; GO:0006099; GO:0006121; GO:0017013; GO:0018293; GO:0034553
P21190	853556	GO:0005634; GO:0006357; GO:0007124; GO:0008134; GO:0030435; GO:0040020; GO:0045944; GO:0051321
P40014	856738	GO:0000778; GO:0000780; GO:0005200; GO:0007020; GO:0007049; GO:0007059; GO:0031262; GO:0051301
Q15031	23395	GO:0002161; GO:0004823; GO:0005524; GO:0005739; GO:0005759; GO:0006418; GO:0006429; GO:0032543
Q12331	851855	GO:0005773
P32905	853128	GO:0000028; GO:0000447; GO:0000461; GO:0002181; GO:0003735; GO:0006407; GO:0006412; GO:0010494; GO:0022627
P16649	850445	GO:0000122; GO:0000433; GO:0001198; GO:0003714; GO:0005634; GO:0016584; GO:0017053; GO:0035955; GO:0036033; GO:0042393; GO:0042826; GO:0043486; GO:0045944; GO:0080025; GO:2000217; GO:2000531; GO:2001020
Q9Y6D9	8379	GO:0000776; GO:0000777; GO:0000922; GO:0005635; GO:0005813; GO:0005819; GO:0005829; GO:0007093; GO:0007094; GO:0042130; GO:0042802; GO:0043515; GO:0044615; GO:0048538; GO:0051301; GO:0051315; GO:0072686; GO:0090235
P38809	856497	GO:0008360; GO:0030427; GO:0031097; GO:0034399; GO:0051286; GO:0071852
P33411	852889	GO:0000350; GO:0000398; GO:0005682; GO:0046540; GO:0071021; GO:0071048
P36173	853981	GO:0005768; GO:0005774; GO:0005886; GO:0005887; GO:0006879; GO:0015299; GO:0015343; GO:0034775; GO:0055085
P38167	852173	GO:0005737; GO:0031625; GO:0070086; GO:0071555
Q8BIA4	231672	GO:0004842; GO:0005794; GO:0005829; GO:0006511; GO:0007030; GO:0008283; GO:0016567; GO:0019005; GO:0030687; GO:0031467; GO:0048471; GO:0050775; GO:0060712; GO:0060716; GO:0070545; GO:1901485; GO:1990393
P49321	4678	GO:0000082; GO:0000790; GO:0001824; GO:0005634; GO:0005654; GO:0005737; GO:0006260; GO:0006334; GO:0006335; GO:0006336; GO:0008283; GO:0008584; GO:0015031; GO:0032991; GO:0033574; GO:0034080; GO:0042393; GO:0043486; GO:0044877
Q5T626	4678	GO:0005654
A0A024R7D7	79088	GO:0003677; GO:0005622; GO:0006355; GO:0046872
K7EME3	79088	GO:0003676; GO:0005622; GO:0006355
K7ER43	79088	GO:0003677; GO:0005622; GO:0006355; GO:0046872
Q59EH4	79088	GO:0003677; GO:0005622; GO:0006355; GO:0046872
Q9BUY5	79088	GO:0000981; GO:0003677; GO:0005634; GO:0046872
Q03290	852071	GO:0000079; GO:0005675; GO:0006289; GO:0006357; GO:0006366; GO:0046872; GO:0061575; GO:0070816; GO:0070985
P07342	855135	GO:0000287; GO:0003984; GO:0005739; GO:0005948; GO:0009082; GO:0009097; GO:0009099; GO:0030976; GO:0050660
P41815	851616	GO:0005886; GO:0006865; GO:0015171; GO:0016021; GO:0055085
P36137	853918	GO:0000139; GO:0005537; GO:0005635; GO:0005789; GO:0005793; GO:0006888; GO:0007029; GO:0007030; GO:0016021; GO:0030134; GO:0031965
P32628	856674	GO:0000111; GO:0000122; GO:0000502; GO:0003684; GO:0005654; GO:0005829; GO:0006289; GO:0006517; GO:0030433; GO:0030674; GO:0031593; GO:0043130; GO:0043161; GO:0070628
Q3E805	1466488	
P68432	616800	GO:0000786; GO:0005634; GO:0006334; GO:0031492; GO:0046982
P43321	850839	GO:0000243; GO:0000387; GO:0000398; GO:0003723; GO:0003729; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0034715; GO:0034719; GO:0046540; GO:0071004; GO:0071013
P36086	853792	GO:0004022; GO:0005737; GO:0110095
P25334	850433	GO:0003755; GO:0005576; GO:0005783; GO:0016021; GO:0051082; GO:0097311
P36117	853891	GO:0005769; GO:0005770; GO:0006897; GO:0031625; GO:0032386; GO:0070086; GO:2000397
P28519	855241	GO:0000110; GO:0000715; GO:0003684; GO:0005634; GO:0006284; GO:0008270; GO:0033683; GO:0070914; GO:1901255
P48836	856435	GO:0000221; GO:0007035; GO:0046961
B3KY40	26258	
H3BST1	26258	GO:0005768; GO:0007596; GO:0030318; GO:0031083; GO:0031175; GO:0032816; GO:0033299; GO:0048490; GO:0061025; GO:1904115
Q9UL45	26258	GO:0005737; GO:0005829; GO:0008089; GO:0016081; GO:0019898; GO:0019905; GO:0030133; GO:0031083; GO:0031175; GO:0032402; GO:0032438; GO:0035646; GO:0042802; GO:0042803; GO:0048490; GO:0050942; GO:0051015; GO:0098793; GO:1904115
O13577	851157	GO:0005634; GO:0005737; GO:0034613; GO:1905117; GO:1990846
P40030	856767	GO:0005789; GO:0006696; GO:0016021; GO:0030674; GO:0070988
P08456	856748	GO:0003882; GO:0005741; GO:0006646; GO:0006659; GO:0016021
P22146	855355	GO:0000936; GO:0005576; GO:0005621; GO:0005886; GO:0006342; GO:0009277; GO:0030134; GO:0030447; GO:0031225; GO:0031505; GO:0034399; GO:0042124; GO:0045121; GO:0071970
P34248	853761	GO:0006465; GO:0009267; GO:0033619; GO:0042500; GO:0051603; GO:0071458; GO:0071556; GO:1990578
A0A024R442	23549	GO:0004177; GO:0008237; GO:0008270
A0A024R443	23549	GO:0004177; GO:0008237; GO:0008270
B7Z7F0	23549	GO:0004177; GO:0008237; GO:0008270
E7ETB3	23549	GO:0004177; GO:0005829; GO:0008237; GO:0008270
Q9ULA0	23549	GO:0004177; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0006518; GO:0008270; GO:0042802; GO:0070006; GO:0072562
A0A0S2Z5F2	27232	GO:0017174
Q14749	27232	GO:0005542; GO:0005829; GO:0005977; GO:0006111; GO:0006464; GO:0006555; GO:0006730; GO:0016594; GO:0017174; GO:0034641; GO:0042802; GO:0046500; GO:0051289
V9HW60	27232	GO:0005829; GO:0005977; GO:0006111; GO:0006555; GO:0006730; GO:0016594; GO:0017174; GO:0046500; GO:0051289
O75170	9701	GO:0005829; GO:0043231
Q06708	851102	GO:0000306; GO:0000329; GO:0006661; GO:0010008; GO:0015031; GO:0030674; GO:0032947; GO:0042802; GO:0070772; GO:0090218; GO:1903778
P18411	851225	GO:0000422; GO:0007005; GO:0031307; GO:0055091
P53093	852676	GO:0000139; GO:0005794; GO:0016021; GO:0017137; GO:0042802
P32606	854182	GO:0000964; GO:0005740
Q546Y9	57379	GO:0004126; GO:0008270; GO:0042742; GO:0045190; GO:0071222
Q6QJ80	57379	GO:0008270; GO:0016814
Q7Z599	57379	GO:0008270; GO:0016814
Q9GZX7	57379	GO:0000932; GO:0003723; GO:0004126; GO:0005634; GO:0005737; GO:0006397; GO:0008270; GO:0010529; GO:0016445; GO:0016446; GO:0016554; GO:0030183; GO:0031625; GO:0033262; GO:0042742; GO:0042802; GO:0045190; GO:0045869; GO:0051607; GO:0070383; GO:0071222; GO:0080111; GO:0090310
Q06144	851064	GO:0005783; GO:0006672; GO:0006986; GO:0016021; GO:0035339; GO:0042802; GO:0090155; GO:0090156; GO:1900060
P53297	853089	GO:0005634; GO:0005739; GO:0005844; GO:0010494; GO:0010603; GO:0034063; GO:0043007; GO:0045727; GO:1900364
P53744	855793	GO:0005886; GO:0009102; GO:0016021; GO:0022857; GO:0051180
P38723	856337	GO:0005635; GO:0005768; GO:0016021; GO:0043328
P53040	852766	GO:0000124; GO:0001102; GO:0003682; GO:0005634; GO:0005669; GO:0005829; GO:0006325; GO:0006366; GO:0016573; GO:0032947; GO:0042802; GO:0046695; GO:0046982; GO:0051090; GO:0051123
P53913	855589	GO:0000781; GO:0005634; GO:0006303
Q04322	855230	GO:0000131; GO:0005096; GO:0005798; GO:0005886; GO:0005934; GO:0005935; GO:0006887; GO:0006888; GO:0015031; GO:0017157
P15442	851877	GO:0000049; GO:0000077; GO:0001300; GO:0003725; GO:0004672; GO:0004694; GO:0005524; GO:0006412; GO:0006446; GO:0006468; GO:0015934; GO:0015935; GO:0016239; GO:0022626; GO:0031369; GO:0034198; GO:0042788; GO:0042803; GO:0043022; GO:0043023; GO:0043621; GO:0046777; GO:0060733; GO:0070301; GO:0071232; GO:0071264; GO:0072755; GO:0100002; GO:1903833; GO:1904262; GO:1990451
P40464	854672	GO:0005739; GO:0005743; GO:0008517; GO:0015230; GO:0015883; GO:0016021
P40099	856932	GO:0005524; GO:0005737; GO:0005739; GO:0009396; GO:0030272; GO:0035999
P38307	852500	GO:0000839; GO:0005789; GO:0006515; GO:0008233; GO:0016021; GO:0030433; GO:0030970; GO:0051787; GO:0070843
Q08157	854141	GO:0005774; GO:0005886; GO:0007127; GO:0016021; GO:0032153; GO:0035838
A0A024R6P0	12	GO:0005615
P01011	12	GO:0002576; GO:0003677; GO:0004867; GO:0005576; GO:0005615; GO:0005622; GO:0005634; GO:0006953; GO:0006954; GO:0010951; GO:0019216; GO:0030277; GO:0031093; GO:0034774; GO:0035578; GO:0043312; GO:0062023; GO:0070062; GO:0072562
A0A178VY31	817200	GO:0005634; GO:0005737
A0A1P8B2X5	817200	GO:0005634; GO:0005737
O48726	817200	GO:0005634; GO:0005737; GO:0006511; GO:0008541; GO:0043130; GO:0061133; GO:0070628
Q07532	851442	GO:0005634; GO:0005737; GO:0006606; GO:0006913; GO:0016591
M9NDP1	31405	GO:0003774; GO:0005737; GO:0005874; GO:0007017; GO:0030286
Q24117	31405	GO:0000132; GO:0003774; GO:0005737; GO:0005814; GO:0005868; GO:0005874; GO:0006914; GO:0007018; GO:0007283; GO:0007290; GO:0007291; GO:0007476; GO:0008407; GO:0022416; GO:0030286; GO:0032991; GO:0034454; GO:0035071; GO:0035220; GO:0042623; GO:0042803; GO:0045505; GO:0048477; GO:0051017; GO:0051959; GO:0097718; GO:1904801; GO:2000582
P40505	854725	GO:0000122; GO:0005634; GO:0005829; GO:0006342; GO:0016575; GO:0031939; GO:0033698; GO:0042826; GO:0043709; GO:0045944; GO:0061186; GO:0061188; GO:0061408; GO:0070822; GO:2000217
P38710	856442	GO:0005634; GO:0005737; GO:0006021; GO:0007165; GO:0008934; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833
Q12091	855933	GO:0005768; GO:0016020; GO:0020037; GO:0032443
P53082	852652	GO:0005634; GO:0005829; GO:0034396
Q06213	856297	GO:0000122; GO:0003712; GO:0005634; GO:0016592; GO:0045944; GO:0051123; GO:0070847
Q06134	851054	GO:0005622; GO:0005737; GO:0030437; GO:0030476; GO:0032120
P30606	854050	GO:0005351; GO:0005355; GO:0005365; GO:0005886; GO:0005887; GO:0008645; GO:0015798; GO:0016020
Q12277	851447	GO:0000176; GO:0000177; GO:0000467; GO:0005730; GO:0016075; GO:0017091; GO:0034427; GO:0034473; GO:0034475; GO:0034476; GO:0043628; GO:0043928; GO:0070478; GO:0070481; GO:0070651; GO:0071028; GO:0071035; GO:0071038; GO:0071042; GO:0071051
Q01658	1810	GO:0000122; GO:0000981; GO:0001047; GO:0003677; GO:0003714; GO:0005634; GO:0005671; GO:0006338; GO:0008134; GO:0017025; GO:0017054; GO:0043966; GO:0045898; GO:0045944; GO:0046982; GO:0051123
Q658N3	1810	GO:0005634; GO:0005671; GO:0046982
B7ZB02	5631	GO:0000287; GO:0004749; GO:0009116; GO:0009165; GO:0016301
P60891	5631	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0005829; GO:0006015; GO:0006144; GO:0006164; GO:0006221; GO:0007399; GO:0009116; GO:0009156; GO:0009165; GO:0016301; GO:0034418; GO:0042802; GO:0042803; GO:0046101
P53388	855863	GO:0005313; GO:0005886; GO:0006865; GO:0015171; GO:0015183; GO:0016021
Q02821	855532	GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006607; GO:0006612; GO:0008139; GO:0008565; GO:0031144; GO:0032991; GO:0042564; GO:0044877; GO:0048471; GO:0061608; GO:0097718
Q03619	856906	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0032197; GO:0046872
P34222	852223	GO:0004045; GO:0005737; GO:0005829; GO:0032435
Q06679	851924	GO:0000462; GO:0005654; GO:0005730; GO:0030686; GO:0031167; GO:0032040; GO:0034455; GO:0045943
Q12369	850657	GO:0000086; GO:0000922; GO:0005825; GO:0030474; GO:0051225; GO:0051301
P28789	851322	GO:0004418; GO:0005737; GO:0006782; GO:0006783; GO:0018160
Q12373	850638	GO:0000123; GO:0000781; GO:0005634; GO:0006334; GO:0006348; GO:0016573; GO:0042393; GO:0042803
P15700	853844	GO:0004017; GO:0004127; GO:0005524; GO:0005634; GO:0005737; GO:0006139; GO:0006207; GO:0006221; GO:0009041
P38210	852277	GO:0006337; GO:0006368; GO:0016586; GO:0043044
P40219	855179	GO:0016021; GO:0030476
Q06709	851103	GO:0022625; GO:0030687; GO:0042273; GO:0046872
P52553	850897	GO:0005634; GO:0005737; GO:0006457; GO:0007021; GO:0015631; GO:0016272; GO:0032968; GO:0051082; GO:0051087; GO:0051131
Q04305	855118	GO:0000462; GO:0005654; GO:0005730; GO:0030515; GO:0031167; GO:0032040; GO:0033553; GO:0034455; GO:0045943
P46969	853322	GO:0004750; GO:0005829; GO:0006098; GO:0009052; GO:0019323; GO:0044262; GO:0046872
P0CE96	850858,850856,850851	
P0CE97	850858,850856,850851	
P0CE98	850858,850856,850851	
P38798	856476	GO:0000184; GO:0003723; GO:0005737; GO:0005844; GO:0006310; GO:0035145; GO:0070478
P36165	853964	GO:0004771; GO:0004806; GO:0005811; GO:0006642; GO:0006644; GO:0007114; GO:0016021; GO:0019433; GO:0030435; GO:0042171; GO:0047499
P14743	850892	GO:0001302; GO:0004379; GO:0005737; GO:0005829; GO:0018008
Q06543	850944	GO:0003924; GO:0005525; GO:0005622; GO:0006606; GO:0007064
P04806	850614	GO:0001678; GO:0004340; GO:0004396; GO:0005524; GO:0005536; GO:0005737; GO:0005739; GO:0005829; GO:0006000; GO:0006006; GO:0006013; GO:0006096; GO:0008865; GO:0019158; GO:0032445; GO:0046323
Q3E791	1466427	
P62803	280691	GO:0000786; GO:0003677; GO:0005654; GO:0006334; GO:0006352; GO:0046982
P46943	850996	GO:0003924; GO:0005525; GO:0005743; GO:0005759; GO:0006412; GO:0043022; GO:0045727
P40563	854819	GO:0030479; GO:0030837; GO:0034642
P46995	853271	GO:0005634; GO:0005694; GO:0005829; GO:0006353; GO:0006354; GO:0006355; GO:0016571; GO:0016575; GO:0030174; GO:0030437; GO:0035066; GO:0042054; GO:0045128; GO:0046975; GO:0060195; GO:0071441; GO:1900049; GO:2000616
P53337	853201	GO:0005789; GO:0006888; GO:0016021; GO:0030134; GO:0097020
P32841	855163	GO:0000794; GO:0007131; GO:0042138
P43577	850529	GO:0004343; GO:0005783; GO:0005793; GO:0005794; GO:0006045; GO:0006048; GO:0048029
P09950	851818	GO:0003870; GO:0005759; GO:0006782; GO:0006783; GO:0030170
P36104	853851	GO:0000723; GO:0000781; GO:0003682; GO:0005847; GO:0030846; GO:0030847; GO:0031124; GO:0031126; GO:0034729; GO:0048188; GO:0051568; GO:0080182
P42937	853117	GO:0004725; GO:0004792; GO:0005634; GO:0005737; GO:0016311; GO:0016791
P38216	852304	GO:0005886; GO:0033101; GO:0070250
Q06440	851148	GO:0007015; GO:0007017; GO:0008017; GO:0030479; GO:0030674; GO:0034316; GO:0051015; GO:0051666; GO:2000601
Q08975	855870	GO:0005524; GO:0005829; GO:0008902; GO:0008972; GO:0009228; GO:0009229; GO:0050334
P16622	854347	GO:0004325; GO:0005739; GO:0005743; GO:0006783
P53943	855660	GO:0005886; GO:0005887; GO:0006855; GO:0008028; GO:0015238; GO:0015718; GO:0032973
P40202	855054	GO:0004784; GO:0005507; GO:0005615; GO:0005634; GO:0005737; GO:0005743; GO:0005758; GO:0005829; GO:0008270; GO:0015680; GO:0016532; GO:0019430; GO:0030001
Q07872	850621	GO:0000147; GO:0006897; GO:0007015; GO:0030276; GO:0030479; GO:0072659
Q06489	856234	GO:0005634; GO:0005737; GO:0019284; GO:0019509; GO:0046523
P47037	853371	GO:0005524; GO:0005634; GO:0007064; GO:0007130; GO:0007131; GO:0019901; GO:0030437; GO:0034990; GO:0042802; GO:0051177; GO:0051301; GO:1990414
P53064	852607	GO:0000122; GO:0001015; GO:0003677; GO:0003723; GO:0005634; GO:0006353; GO:0006357; GO:0006368; GO:0016570; GO:0016593; GO:0031124; GO:0031126; GO:0031938; GO:0032968; GO:0034402; GO:0035327; GO:0051569; GO:0070911; GO:0090262; GO:1990269; GO:2001160; GO:2001163; GO:2001165; GO:2001166; GO:2001173; GO:2001209
P40884	853214	GO:0000023; GO:0004556; GO:0004574; GO:0009313; GO:0046352
P36075	853772	GO:0043130
Q12453	854279	GO:0000049; GO:0005737; GO:0006409
P42935	853114	GO:0002098; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0008017; GO:0008023; GO:0015031; GO:0032447; GO:0033588
P40104	856939	
P53940	855647	GO:0001671; GO:0005829; GO:0006457; GO:0016925; GO:0031072; GO:0034399; GO:0046872; GO:0051082
P54199	851533	GO:0000778; GO:0004674; GO:0004712; GO:0005524; GO:0005816; GO:0006468; GO:0007094; GO:0030474; GO:0031134; GO:0034501; GO:0046777; GO:0051225; GO:0051304; GO:0051988
P40100	856934	GO:0000324; GO:0005886; GO:0016021; GO:0035351
Q04847	855300	GO:0005095; GO:0005634; GO:0006623; GO:0006897; GO:0030659; GO:0034260
P25637	850423	GO:0001933; GO:0003785; GO:0004860; GO:0005634; GO:0005737; GO:0031333; GO:0033673; GO:0034198; GO:0043022; GO:0060733
Q3E757	852976	GO:0000027; GO:0002181; GO:0003735; GO:0005634; GO:0019843; GO:0022625
P32903	850389	GO:0005886; GO:0016020; GO:0016021; GO:0030234; GO:0032781
Q8TGT0	1466496	
P40546	854793	GO:0000462; GO:0005730
P38217	852305	GO:0005643; GO:0005829; GO:0005934; GO:0005935; GO:0006606; GO:0006607; GO:0006610; GO:0008139; GO:0010458; GO:0031965; GO:0034399; GO:0051028
A0A024R4T4	9040	GO:0005524; GO:0016740; GO:0043525
P61081	9040	GO:0004842; GO:0005524; GO:0005654; GO:0005829; GO:0006464; GO:0019788; GO:0043525; GO:0043687; GO:0045116
P39980	856644	GO:0005768; GO:0005774; GO:0005886; GO:0005887; GO:0006811; GO:0006879; GO:0010008; GO:0015343; GO:0015344; GO:0015891; GO:0031410; GO:0055085
P32571	851641	GO:0000502; GO:0004843; GO:0005737; GO:0005768; GO:0006275; GO:0006511; GO:0006897; GO:0010992; GO:0010995; GO:0016579; GO:0031902; GO:0043162; GO:0070676; GO:1904669
P53170	852821	GO:0004672; GO:0004740; GO:0005524; GO:0005739; GO:0005759; GO:0006006; GO:0015976; GO:0018105; GO:1904183
O00444	10733	GO:0000086; GO:0001741; GO:0004674; GO:0005524; GO:0005730; GO:0005813; GO:0005814; GO:0005829; GO:0006468; GO:0007099; GO:0010389; GO:0032154; GO:0042802; GO:0046601; GO:0060707; GO:0097711; GO:0098535; GO:0098536
P25610	850468	GO:0005199; GO:0009277; GO:0016021; GO:0031505
P40317	851569	GO:0005634; GO:0019933
Q12322	854035	GO:0003747; GO:0004045; GO:0005762; GO:0032543; GO:0070126
P36015	853638	GO:0000324; GO:0005484; GO:0005768; GO:0005794; GO:0005886; GO:0006888; GO:0006891; GO:0006906; GO:0016020; GO:0016021; GO:0016409; GO:0031201; GO:0042144
Q8IYF3	56159	GO:0000712; GO:0000801; GO:0006311; GO:0007060; GO:0007130; GO:0007131; GO:0008584; GO:0009566; GO:0043066; GO:0051026
Q08930	855910	GO:0004843; GO:0005829; GO:0016807; GO:0061815; GO:0071108; GO:1990380
Q92636	8439	GO:0005737; GO:0005829; GO:0006672; GO:0007165; GO:0016230; GO:0043065; GO:2000304
Q9BSE2	84283	GO:0002070; GO:0005765; GO:0016021; GO:0031069; GO:0032588; GO:0042335; GO:0042802; GO:0045055; GO:0045684; GO:0061436; GO:0070268
P35206	852324	GO:0006688; GO:0006874; GO:0030176; GO:0030234
P19956	855265	GO:0003735; GO:0005762; GO:0032543
P43585	850544	GO:0000329; GO:0000822; GO:0005516; GO:0005783; GO:0006797; GO:0006799; GO:0007034; GO:0008104; GO:0016021; GO:0016237; GO:0033254; GO:0042144; GO:0048016
P25613	850368	GO:0005774; GO:0005886; GO:0006846; GO:0006847; GO:0008519; GO:0015123; GO:0015696; GO:0016021; GO:0019740; GO:0051321; GO:0055085
Q08964	855885	GO:0000781; GO:0006348; GO:0008623; GO:0046020
P53241	852956	GO:0005886; GO:0015225; GO:0015293; GO:0015878; GO:0016021
P32464	853646	GO:0000131; GO:0000920; GO:0005622; GO:0005933; GO:0006355; GO:0007118; GO:0008360; GO:0023014; GO:0043332; GO:0044732
Q06597	856330	GO:0004725; GO:0005634; GO:0005737; GO:0030611; GO:0046685
Q06485	851070	GO:0000422; GO:0005739; GO:0016021; GO:0016236; GO:0031966
P25451	856830	GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005789; GO:0005839; GO:0010498; GO:0010499; GO:0019774; GO:0034515; GO:0043161; GO:0061133
Q53SE7	64395	
Q96IK5	64395	GO:0007275; GO:0007283; GO:0016363; GO:0030154; GO:0042802
Q03964	851750	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q9UJY5	26088	GO:0005654; GO:0005794; GO:0006886; GO:0010008; GO:0016020; GO:0016192; GO:0030131; GO:0030306; GO:0031901; GO:0032991; GO:0043231; GO:0044267; GO:0045732; GO:0046982; GO:1901998
